Solver,Puzzle Set,Puzzle Number,Time (s),Clauses
ConstraintPathSolver,7x7,191,2242487417,0
ConstraintPathSolver,7x7,192,2515759250,0
ConstraintPathSolver,7x7,193,2832915458,0
ConstraintPathSolver,7x7,194,2506661042,0
ConstraintPathSolver,7x7,195,2430399792,0
ConstraintPathSolver,7x7,196,1816697917,0
ConstraintPathSolver,7x7,197,1870726791,0
ConstraintPathSolver,7x7,198,2493150917,0
ConstraintPathSolver,7x7,199,2314124708,0
ConstraintPathSolver,7x7,200,2372125584,0
ConstraintPathSolver,8x8,1,4996740917,0
ConstraintPathSolver,8x8,2,6802468167,0
ConstraintPathSolver,8x8,3,4968781375,0
ConstraintPathSolver,8x8,4,5337177375,0
ConstraintPathSolver,8x8,5,4099975667,0
ConstraintPathSolver,8x8,6,3656504083,0
ConstraintPathSolver,8x8,7,4117707458,0
ConstraintPathSolver,8x8,8,5481684208,0
ConstraintPathSolver,8x8,9,4879721042,0
ConstraintPathSolver,8x8,10,7050377167,0
ConstraintPathSolver,8x8,11,6525739833,0
ConstraintPathSolver,8x8,12,5709800625,0
ConstraintPathSolver,8x8,13,4802434084,0
ConstraintPathSolver,8x8,14,5851691375,0
ConstraintPathSolver,8x8,15,4646091958,0
ConstraintPathSolver,8x8,16,8995809667,0
ConstraintPathSolver,8x8,17,8219879166,0
ConstraintPathSolver,8x8,18,2729095750,0
PycoPathSolver,5x5,1,512737833,321915
PycoPathSolver,5x5,2,224656709,142459
PycoPathSolver,5x5,3,222931375,142459
PycoPathSolver,5x5,4,348434458,223737
PycoPathSolver,5x5,5,348090250,142459
PycoPathSolver,5x5,6,260357541,142459
PycoPathSolver,5x5,7,287198166,142459
PycoPathSolver,5x5,8,374957000,142459
PycoPathSolver,5x5,9,492222167,321915
PycoPathSolver,5x5,10,252817333,142459
PycoPathSolver,5x5,11,290563417,142459
PycoPathSolver,5x5,12,235753792,142459
PycoPathSolver,5x5,13,329564125,223737
PycoPathSolver,5x5,14,218276875,142459
PycoPathSolver,5x5,15,337969583,142459
PycoPathSolver,5x5,16,210391833,142459
PycoPathSolver,5x5,17,294059500,142459
PycoPathSolver,5x5,18,370770708,223737
PycoPathSolver,5x5,19,206724041,142459
PycoPathSolver,5x5,20,284320875,142459
PycoPathSolver,5x5,21,250479750,142459
PycoPathSolver,5x5,22,399909125,223737
PycoPathSolver,5x5,23,504760084,321915
PycoPathSolver,5x5,24,376306958,142459
PycoPathSolver,5x5,25,402361084,223737
PycoPathSolver,5x5,26,233027917,142459
PycoPathSolver,5x5,27,282144792,142459
PycoPathSolver,5x5,28,220569542,142459
PycoPathSolver,5x5,29,276391500,142459
PycoPathSolver,5x5,30,319543167,223737
PycoPathSolver,5x5,31,314696333,223737
PycoPathSolver,5x5,32,538189250,436993
PycoPathSolver,5x5,33,452666917,321915
PycoPathSolver,5x5,34,203932625,142459
PycoPathSolver,5x5,35,431365750,142459
PycoPathSolver,5x5,36,287164667,142459
PycoPathSolver,5x5,37,324544333,223737
PycoPathSolver,5x5,38,232881250,142459
PycoPathSolver,5x5,39,228810792,142459
PycoPathSolver,5x5,40,357318042,142459
PycoPathSolver,5x5,41,248242083,142459
PycoPathSolver,5x5,42,327022292,142459
PycoPathSolver,5x5,43,550437541,436993
PycoPathSolver,5x5,44,228393916,142459
PycoPathSolver,5x5,45,280853750,142459
PycoPathSolver,5x5,46,243646250,142459
PycoPathSolver,5x5,47,293027875,142459
PycoPathSolver,5x5,48,211580333,142459
PycoPathSolver,5x5,49,323447458,142459
PycoPathSolver,5x5,50,300557500,142459
PycoPathSolver,5x5,51,362178875,223737
PycoPathSolver,5x5,52,223679125,142459
PycoPathSolver,5x5,53,278269625,142459
PycoPathSolver,5x5,54,404490750,321915
PycoPathSolver,5x5,55,269276417,142459
PycoPathSolver,5x5,56,202577791,142459
PycoPathSolver,5x5,57,363156083,142459
PycoPathSolver,5x5,58,302643875,142459
PycoPathSolver,5x5,59,254133625,142459
PycoPathSolver,5x5,60,293100833,142459
PycoPathSolver,5x5,61,232041167,142459
PycoPathSolver,5x5,62,227634125,142459
PycoPathSolver,5x5,63,299698000,142459
PycoPathSolver,5x5,64,266243209,142459
PycoPathSolver,5x5,65,330415375,142459
PycoPathSolver,5x5,66,463739625,321915
PycoPathSolver,5x5,67,312735333,223737
PycoPathSolver,5x5,68,224918417,142459
PycoPathSolver,5x5,69,444928750,321915
PycoPathSolver,5x5,70,320255916,223737
PycoPathSolver,5x5,71,322056041,223737
PycoPathSolver,5x5,72,258392708,142459
PycoPathSolver,5x5,73,222799625,142459
PycoPathSolver,5x5,74,267697625,142459
PycoPathSolver,5x5,75,207343209,142459
PycoPathSolver,5x5,76,248713750,142459
PycoPathSolver,5x5,77,367510958,142459
PycoPathSolver,5x5,78,437545583,142459
PycoPathSolver,5x5,79,260169834,142459
PycoPathSolver,5x5,80,285244834,142459
PycoPathSolver,5x5,81,379268125,223737
PycoPathSolver,5x5,82,337294083,223737
PycoPathSolver,5x5,83,248299375,142459
PycoPathSolver,5x5,84,211180917,142459
PycoPathSolver,5x5,85,265339375,142459
PycoPathSolver,5x5,86,235950667,142459
PycoPathSolver,5x5,87,218487917,142459
PycoPathSolver,5x5,88,301187250,142459
PycoPathSolver,5x5,89,250376500,142459
PycoPathSolver,5x5,90,332279333,223737
PycoPathSolver,5x5,91,410338709,223737
PycoPathSolver,5x5,92,261665833,223737
PycoPathSolver,5x5,93,302601250,142459
PycoPathSolver,5x5,94,378330708,223737
PycoPathSolver,5x5,95,281907292,142459
PycoPathSolver,5x5,96,325887959,142459
PycoPathSolver,5x5,97,232402125,142459
PycoPathSolver,5x5,98,339196792,223737
PycoPathSolver,5x5,99,221822250,142459
PycoPathSolver,5x5,100,251957708,142459
PycoPathSolver,5x5,101,220124083,142459
PycoPathSolver,5x5,102,318841666,142459
PycoPathSolver,5x5,103,290336458,223737
PycoPathSolver,5x5,104,256671833,142459
PycoPathSolver,5x5,105,240358917,142459
PycoPathSolver,5x5,106,283640041,142459
PycoPathSolver,5x5,107,213581166,142459
PycoPathSolver,5x5,108,389135917,142459
PycoPathSolver,5x5,109,374156167,223737
PycoPathSolver,5x5,110,201127417,142459
PycoPathSolver,5x5,111,211808500,142459
PycoPathSolver,5x5,112,284487542,142459
PycoPathSolver,5x5,113,251816459,142459
PycoPathSolver,5x5,114,394270458,142459
PycoPathSolver,5x5,115,234320583,142459
PycoPathSolver,5x5,116,203656625,142459
PycoPathSolver,5x5,117,291639000,142459
PycoPathSolver,5x5,118,230801958,142459
PycoPathSolver,5x5,119,236035083,142459
PycoPathSolver,5x5,120,271804000,142459
PycoPathSolver,5x5,121,217194584,142459
PycoPathSolver,5x5,122,303552875,142459
PycoPathSolver,5x5,123,287161041,142459
PycoPathSolver,5x5,124,293114834,142459
PycoPathSolver,5x5,125,366525083,142459
PycoPathSolver,5x5,126,419976625,223737
PycoPathSolver,5x5,127,346135625,223737
PycoPathSolver,5x5,128,381669333,142459
PycoPathSolver,5x5,129,434206042,142459
PycoPathSolver,5x5,130,399437000,142459
PycoPathSolver,5x5,131,429416625,142459
PycoPathSolver,5x5,132,583253958,142459
PycoPathSolver,5x5,133,720542667,321915
PycoPathSolver,5x5,134,558669583,436993
PycoPathSolver,5x5,135,217956667,142459
PycoPathSolver,5x5,136,270992542,142459
PycoPathSolver,5x5,137,485975167,142459
PycoPathSolver,5x5,138,318502292,142459
PycoPathSolver,5x5,139,286278000,142459
PycoPathSolver,5x5,140,251686667,142459
PycoPathSolver,5x5,141,218076250,142459
PycoPathSolver,5x5,142,257374917,142459
PycoPathSolver,5x5,143,238841750,142459
PycoPathSolver,5x5,144,242534333,142459
PycoPathSolver,5x5,145,268743625,142459
PycoPathSolver,5x5,146,207347500,142459
PycoPathSolver,5x5,147,207677542,142459
PycoPathSolver,5x5,148,291091000,142459
PycoPathSolver,5x5,149,221552709,142459
PycoPathSolver,5x5,150,214609542,142459
PycoPathSolver,5x5,151,279970333,142459
PycoPathSolver,5x5,152,210501834,142459
PycoPathSolver,5x5,153,196702167,142459
PycoPathSolver,5x5,154,273143833,142459
PycoPathSolver,5x5,155,196719875,142459
PycoPathSolver,5x5,156,276155167,142459
PycoPathSolver,5x5,157,227560042,142459
PycoPathSolver,5x5,158,556780959,321915
PycoPathSolver,5x5,159,244715750,142459
PycoPathSolver,5x5,160,212337583,142459
PycoPathSolver,5x5,161,291102000,142459
PycoPathSolver,5x5,162,216303625,142459
PycoPathSolver,5x5,163,222394166,142459
PycoPathSolver,5x5,164,306748125,142459
PycoPathSolver,5x5,165,236733542,142459
PycoPathSolver,5x5,166,211392667,142459
PycoPathSolver,5x5,167,317451833,142459
PycoPathSolver,5x5,168,205564459,142459
PycoPathSolver,5x5,169,339035459,223737
PycoPathSolver,5x5,170,217685791,142459
PycoPathSolver,5x5,171,267279500,142459
PycoPathSolver,5x5,172,217706667,142459
PycoPathSolver,5x5,173,291630916,142459
PycoPathSolver,5x5,174,228225834,142459
PycoPathSolver,5x5,175,271335084,142459
PycoPathSolver,5x5,176,285609709,142459
PycoPathSolver,5x5,177,396227208,142459
PycoPathSolver,5x5,178,729116958,223737
PycoPathSolver,5x5,179,1086518375,142459
PycoPathSolver,5x5,180,320533291,142459
PycoPathSolver,5x5,181,729870917,223737
PycoPathSolver,5x5,182,333023125,223737
PycoPathSolver,5x5,183,280635792,142459
PycoPathSolver,5x5,184,356594041,142459
PycoPathSolver,5x5,185,278308916,142459
PycoPathSolver,5x5,186,225930000,142459
PycoPathSolver,5x5,187,204220750,142459
PycoPathSolver,5x5,188,330399625,223737
PycoPathSolver,5x5,189,266431125,142459
PycoPathSolver,5x5,190,230463542,142459
PycoPathSolver,5x5,191,280268291,142459
PycoPathSolver,5x5,192,225960916,142459
PycoPathSolver,5x5,193,331378334,223737
PycoPathSolver,5x5,194,227575416,142459
PycoPathSolver,5x5,195,314872000,142459
PycoPathSolver,5x5,196,389630959,223737
PycoPathSolver,5x5,197,246260958,142459
PycoPathSolver,5x5,198,201817083,142459
PycoPathSolver,5x5,199,259864084,142459
PycoPathSolver,5x5,200,222348833,142459
PycoPathSolver,6x6,1,2513382458,662520
PycoPathSolver,6x6,2,1799550958,662520
PycoPathSolver,6x6,3,872986542,662520
PycoPathSolver,6x6,4,1081348042,662520
PycoPathSolver,6x6,5,1156533292,662520
PycoPathSolver,6x6,6,946396667,662520
PycoPathSolver,6x6,7,1070625291,662520
PycoPathSolver,6x6,8,1253020125,662520
PycoPathSolver,6x6,9,1635360000,662520
PycoPathSolver,6x6,10,1204474958,662520
PycoPathSolver,6x6,11,1077479584,662520
PycoPathSolver,6x6,12,1075151334,662520
PycoPathSolver,6x6,13,965400375,662520
PycoPathSolver,6x6,14,1480073542,662520
PycoPathSolver,6x6,15,1847312917,662520
PycoPathSolver,6x6,16,1175034000,662520
PycoPathSolver,6x6,17,1077344958,662520
PycoPathSolver,6x6,18,1267346708,662520
PycoPathSolver,6x6,19,2185831458,1676865
PycoPathSolver,6x6,20,865741375,662520
PycoPathSolver,6x6,21,1050959708,662520
PycoPathSolver,6x6,22,967645666,662520
PycoPathSolver,6x6,23,1137956334,662520
PycoPathSolver,6x6,24,1906024417,1289466
PycoPathSolver,6x6,25,1060881375,662520
PycoPathSolver,6x6,26,966030250,662520
PycoPathSolver,6x6,27,1320445167,951351
PycoPathSolver,6x6,28,958677250,662520
PycoPathSolver,6x6,29,1623813709,1289466
PycoPathSolver,6x6,30,996873291,662520
PycoPathSolver,6x6,31,1083339334,662520
PycoPathSolver,6x6,32,1408122916,662520
PycoPathSolver,6x6,33,1268399917,951351
PycoPathSolver,6x6,34,1461297459,662520
PycoPathSolver,6x6,35,1484791291,662520
PycoPathSolver,6x6,36,3015376042,1289466
PycoPathSolver,6x6,37,2226918042,662520
PycoPathSolver,6x6,38,1519992125,662520
PycoPathSolver,6x6,39,1434707000,662520
PycoPathSolver,6x6,40,1201195583,951351
PycoPathSolver,6x6,41,1000379125,662520
PycoPathSolver,6x6,42,954282000,662520
PycoPathSolver,6x6,43,1066399583,662520
PycoPathSolver,6x6,44,944546208,662520
PycoPathSolver,6x6,45,1191333333,662520
PycoPathSolver,6x6,46,1299879625,662520
PycoPathSolver,6x6,47,1094461500,662520
PycoPathSolver,6x6,48,1121102375,662520
PycoPathSolver,6x6,49,1302064542,662520
PycoPathSolver,6x6,50,1387458083,662520
PycoPathSolver,6x6,51,962537709,662520
PycoPathSolver,6x6,52,1000748834,662520
PycoPathSolver,6x6,53,1248155458,951351
PycoPathSolver,6x6,54,1016130667,662520
PycoPathSolver,6x6,55,1021955584,662520
PycoPathSolver,6x6,56,1553480084,662520
PycoPathSolver,6x6,57,974276583,662520
PycoPathSolver,6x6,58,1485133791,662520
PycoPathSolver,6x6,59,995221917,662520
PycoPathSolver,6x6,60,948902625,662520
PycoPathSolver,6x6,61,1030513042,662520
PycoPathSolver,6x6,62,1441649708,662520
PycoPathSolver,6x6,63,1537626625,662520
PycoPathSolver,6x6,64,2035421458,662520
PycoPathSolver,6x6,65,1178496625,662520
PycoPathSolver,6x6,66,1625833584,662520
PycoPathSolver,6x6,67,927530208,662520
PycoPathSolver,6x6,68,1341524292,662520
PycoPathSolver,6x6,69,1271236750,662520
PycoEdgeSolver,5x5,1,36104875,4580
PycoEdgeSolver,5x5,2,9436791,1308
PycoEdgeSolver,5x5,3,10859333,1308
PycoEdgeSolver,5x5,4,17896750,2258
PycoEdgeSolver,5x5,5,14859958,1387
PycoEdgeSolver,5x5,6,13217667,1387
PycoEdgeSolver,5x5,7,10259750,1387
PycoEdgeSolver,5x5,8,6823917,1229
PycoEdgeSolver,5x5,9,22464166,4580
PycoEdgeSolver,5x5,10,6455834,1282
PycoEdgeSolver,5x5,11,7208583,1387
PycoEdgeSolver,5x5,12,7237375,1413
PycoEdgeSolver,5x5,13,11296542,2385
PycoEdgeSolver,5x5,14,7183000,1387
PycoEdgeSolver,5x5,15,7324750,1413
PycoEdgeSolver,5x5,16,6702875,1308
PycoEdgeSolver,5x5,17,7477833,1387
PycoEdgeSolver,5x5,18,11120333,2385
PycoEdgeSolver,5x5,19,7333125,1387
PycoEdgeSolver,5x5,20,6303417,1229
PycoEdgeSolver,5x5,21,7947291,1282
PycoEdgeSolver,5x5,22,11194000,2385
PycoEdgeSolver,5x5,23,18375209,4207
PycoEdgeSolver,5x5,24,7103500,1387
PycoEdgeSolver,5x5,25,11709250,2575
PycoEdgeSolver,5x5,26,6943333,1387
PycoEdgeSolver,5x5,27,7166459,1387
PycoEdgeSolver,5x5,28,6327916,1282
PycoEdgeSolver,5x5,29,7478750,1387
PycoEdgeSolver,5x5,30,10875500,2448
PycoEdgeSolver,5x5,31,10729542,2575
PycoEdgeSolver,5x5,32,27101375,7158
PycoEdgeSolver,5x5,33,16692458,4207
PycoEdgeSolver,5x5,34,6448333,1308
PycoEdgeSolver,5x5,35,6967916,1413
PycoEdgeSolver,5x5,36,5651667,1282
PycoEdgeSolver,5x5,37,9622584,2385
PycoEdgeSolver,5x5,38,6285166,1387
PycoEdgeSolver,5x5,39,5937417,1387
PycoEdgeSolver,5x5,40,6198333,1334
PycoEdgeSolver,5x5,41,5645500,1308
PycoEdgeSolver,5x5,42,6753500,1387
PycoEdgeSolver,5x5,43,23213542,5866
PycoEdgeSolver,5x5,44,7379042,1308
PycoEdgeSolver,5x5,45,6538583,1387
PycoEdgeSolver,5x5,46,6199250,1308
PycoEdgeSolver,5x5,47,7049542,1413
PycoEdgeSolver,5x5,48,6450042,1413
PycoEdgeSolver,5x5,49,6644833,1413
PycoEdgeSolver,5x5,50,6291250,1413
PycoEdgeSolver,5x5,51,10016833,2385
PycoEdgeSolver,5x5,52,6269375,1413
PycoEdgeSolver,5x5,53,5654333,1308
PycoEdgeSolver,5x5,54,17288583,4456
PycoEdgeSolver,5x5,55,6845667,1413
PycoEdgeSolver,5x5,56,5500500,1308
PycoEdgeSolver,5x5,57,5925292,1334
PycoEdgeSolver,5x5,58,5712042,1308
PycoEdgeSolver,5x5,59,6377458,1413
PycoEdgeSolver,5x5,60,6557125,1387
PycoEdgeSolver,5x5,61,6539167,1387
PycoEdgeSolver,5x5,62,5530083,1229
PycoEdgeSolver,5x5,63,6207958,1413
PycoEdgeSolver,5x5,64,5918792,1308
PycoEdgeSolver,5x5,65,6976708,1465
PycoEdgeSolver,5x5,66,14436958,3834
PycoEdgeSolver,5x5,67,10047459,2385
PycoEdgeSolver,5x5,68,6759125,1387
PycoEdgeSolver,5x5,69,17207250,4456
PycoEdgeSolver,5x5,70,9774000,2385
PycoEdgeSolver,5x5,71,10167083,2448
PycoEdgeSolver,5x5,72,5978542,1387
PycoEdgeSolver,5x5,73,6358250,1387
PycoEdgeSolver,5x5,74,6341459,1387
PycoEdgeSolver,5x5,75,5963583,1413
PycoEdgeSolver,5x5,76,6259166,1439
PycoEdgeSolver,5x5,77,5781417,1308
PycoEdgeSolver,5x5,78,6100666,1413
PycoEdgeSolver,5x5,79,5608375,1255
PycoEdgeSolver,5x5,80,6625417,1387
PycoEdgeSolver,5x5,81,9395125,2258
PycoEdgeSolver,5x5,82,10102041,2385
PycoEdgeSolver,5x5,83,5980375,1334
PycoEdgeSolver,5x5,84,5635916,1255
PycoEdgeSolver,5x5,85,5910833,1387
PycoEdgeSolver,5x5,86,6070417,1308
PycoEdgeSolver,5x5,87,5691125,1255
PycoEdgeSolver,5x5,88,6292459,1387
PycoEdgeSolver,5x5,89,6118333,1413
PycoEdgeSolver,5x5,90,10060208,2448
PycoEdgeSolver,5x5,91,9452000,2385
PycoEdgeSolver,5x5,92,10202833,2575
PycoEdgeSolver,5x5,93,6448959,1413
PycoEdgeSolver,5x5,94,9011125,2258
PycoEdgeSolver,5x5,95,6311583,1387
PycoEdgeSolver,5x5,96,5667000,1308
PycoEdgeSolver,5x5,97,6060750,1308
PycoEdgeSolver,5x5,98,9702709,2448
PycoEdgeSolver,5x5,99,5727959,1308
PycoEdgeSolver,5x5,100,6006958,1308
PycoEdgeSolver,5x5,101,6199666,1413
PycoEdgeSolver,5x5,102,5556583,1308
PycoEdgeSolver,5x5,103,10409541,2638
PycoEdgeSolver,5x5,104,5687916,1282
PycoEdgeSolver,5x5,105,6172334,1308
PycoEdgeSolver,5x5,106,6377916,1413
PycoEdgeSolver,5x5,107,5742042,1308
PycoEdgeSolver,5x5,108,5216750,1229
PycoEdgeSolver,5x5,109,9485459,2385
PycoEdgeSolver,5x5,110,5931250,1387
PycoEdgeSolver,5x5,111,6153042,1308
PycoEdgeSolver,5x5,112,6506667,1387
PycoEdgeSolver,5x5,113,5247333,1229
PycoEdgeSolver,5x5,114,5452042,1282
PycoEdgeSolver,5x5,115,5803583,1229
PycoEdgeSolver,5x5,116,6358708,1387
PycoEdgeSolver,5x5,117,5573042,1282
PycoEdgeSolver,5x5,118,5609208,1282
PycoEdgeSolver,5x5,119,6106625,1413
PycoEdgeSolver,5x5,120,6247125,1387
PycoEdgeSolver,5x5,121,5685125,1334
PycoEdgeSolver,5x5,122,6207292,1387
PycoEdgeSolver,5x5,123,6176959,1387
PycoEdgeSolver,5x5,124,6196333,1387
PycoEdgeSolver,5x5,125,5905083,1387
PycoEdgeSolver,5x5,126,10660209,2385
PycoEdgeSolver,5x5,127,9633750,2258
PycoEdgeSolver,5x5,128,6561000,1308
PycoEdgeSolver,5x5,129,6026708,1308
PycoEdgeSolver,5x5,130,6193917,1334
PycoEdgeSolver,5x5,131,6073459,1282
PycoEdgeSolver,5x5,132,5763208,1282
PycoEdgeSolver,5x5,133,18126542,4456
PycoEdgeSolver,5x5,134,24446833,6512
PycoEdgeSolver,5x5,135,5664584,1308
PycoEdgeSolver,5x5,136,6029458,1413
PycoEdgeSolver,5x5,137,6104125,1308
PycoEdgeSolver,5x5,138,6038125,1413
PycoEdgeSolver,5x5,139,5684917,1308
PycoEdgeSolver,5x5,140,6029792,1387
PycoEdgeSolver,5x5,141,5663750,1308
PycoEdgeSolver,5x5,142,5920083,1387
PycoEdgeSolver,5x5,143,5695083,1308
PycoEdgeSolver,5x5,144,6270542,1334
PycoEdgeSolver,5x5,145,6486500,1387
PycoEdgeSolver,5x5,146,5600375,1308
PycoEdgeSolver,5x5,147,5871500,1308
PycoEdgeSolver,5x5,148,5952292,1229
PycoEdgeSolver,5x5,149,6240875,1387
PycoEdgeSolver,5x5,150,6587375,1413
PycoEdgeSolver,5x5,151,5938250,1387
PycoEdgeSolver,5x5,152,5628375,1255
PycoEdgeSolver,5x5,153,5418708,1282
PycoEdgeSolver,5x5,154,6293084,1387
PycoEdgeSolver,5x5,155,5886125,1387
PycoEdgeSolver,5x5,156,5837833,1387
PycoEdgeSolver,5x5,157,6305958,1387
PycoEdgeSolver,5x5,158,18111833,4580
PycoEdgeSolver,5x5,159,6443292,1387
PycoEdgeSolver,5x5,160,6284666,1413
PycoEdgeSolver,5x5,161,6510542,1387
PycoEdgeSolver,5x5,162,5368625,1229
PycoEdgeSolver,5x5,163,6270792,1413
PycoEdgeSolver,5x5,164,6606333,1413
PycoEdgeSolver,5x5,165,5904833,1387
PycoEdgeSolver,5x5,166,5196542,1229
PycoEdgeSolver,5x5,167,6208083,1387
PycoEdgeSolver,5x5,168,5872958,1387
PycoEdgeSolver,5x5,169,10071583,2448
PycoEdgeSolver,5x5,170,5572958,1308
PycoEdgeSolver,5x5,171,5562542,1282
PycoEdgeSolver,5x5,172,6095584,1308
PycoEdgeSolver,5x5,173,6303250,1387
PycoEdgeSolver,5x5,174,6003584,1387
PycoEdgeSolver,5x5,175,6709958,1334
PycoEdgeSolver,5x5,176,6357542,1413
PycoEdgeSolver,5x5,177,5924833,1308
PycoEdgeSolver,5x5,178,10374959,2575
PycoEdgeSolver,5x5,179,7138334,1413
PycoEdgeSolver,5x5,180,6277417,1413
PycoEdgeSolver,5x5,181,9742541,2385
PycoEdgeSolver,5x5,182,9888917,2385
PycoEdgeSolver,5x5,183,6119708,1387
PycoEdgeSolver,5x5,184,5794250,1282
PycoEdgeSolver,5x5,185,5607625,1308
PycoEdgeSolver,5x5,186,5585333,1255
PycoEdgeSolver,5x5,187,5985833,1282
PycoEdgeSolver,5x5,188,9914750,2385
PycoEdgeSolver,5x5,189,5770667,1308
PycoEdgeSolver,5x5,190,6687833,1387
PycoEdgeSolver,5x5,191,6158625,1282
PycoEdgeSolver,5x5,192,5664125,1308
PycoEdgeSolver,5x5,193,10600333,2638
PycoEdgeSolver,5x5,194,6333041,1387
PycoEdgeSolver,5x5,195,5632542,1282
PycoEdgeSolver,5x5,196,9434042,2258
PycoEdgeSolver,5x5,197,6072584,1413
PycoEdgeSolver,5x5,198,5251250,1229
PycoEdgeSolver,5x5,199,5678875,1282
PycoEdgeSolver,5x5,200,5604666,1282
PycoEdgeSolver,6x6,1,21890417,4977
PycoEdgeSolver,6x6,2,20812708,4850
PycoEdgeSolver,6x6,3,27670375,4787
PycoEdgeSolver,6x6,4,23285292,4850
PycoEdgeSolver,6x6,5,22976875,4597
PycoEdgeSolver,6x6,6,21822417,4470
PycoEdgeSolver,6x6,7,19005542,4344
PycoEdgeSolver,6x6,8,22536583,5040
PycoEdgeSolver,6x6,9,23009791,4977
PycoEdgeSolver,6x6,10,21780291,5040
PycoEdgeSolver,6x6,11,20718292,4724
PycoEdgeSolver,6x6,12,24419625,5230
PycoEdgeSolver,6x6,13,22141541,5040
PycoEdgeSolver,6x6,14,22385917,5040
PycoEdgeSolver,6x6,15,21784291,4977
PycoEdgeSolver,6x6,16,23212875,5230
PycoEdgeSolver,6x6,17,20727125,4597
PycoEdgeSolver,6x6,18,21677167,4850
PycoEdgeSolver,6x6,19,76474833,19981
PycoEdgeSolver,6x6,20,21933333,4534
PycoEdgeSolver,6x6,21,19272041,4597
PycoEdgeSolver,6x6,22,21177209,4850
PycoEdgeSolver,6x6,23,20364958,4787
PycoEdgeSolver,6x6,24,48138625,12037
PycoEdgeSolver,6x6,25,20981583,4787
PycoEdgeSolver,6x6,26,17613500,4154
PycoEdgeSolver,6x6,27,30773291,7748
PycoEdgeSolver,6x6,28,20805166,4597
PycoEdgeSolver,6x6,29,52093458,13114
PycoEdgeSolver,6x6,30,19956542,4597
PycoEdgeSolver,6x6,31,21138084,4787
PycoEdgeSolver,6x6,32,19900500,4344
PycoEdgeSolver,6x6,33,33780917,8369
PycoEdgeSolver,6x6,34,20960458,5040
PycoEdgeSolver,6x6,35,23077833,4977
PycoEdgeSolver,6x6,36,52535959,13114
PycoEdgeSolver,6x6,37,21483750,4787
PycoEdgeSolver,6x6,38,20877375,4534
PycoEdgeSolver,6x6,39,22894000,4977
PycoEdgeSolver,6x6,40,33259833,7872
PycoEdgeSolver,6x6,41,20866417,4977
PycoEdgeSolver,6x6,42,19032625,4217
PycoEdgeSolver,6x6,43,21233125,4787
PycoEdgeSolver,6x6,44,19930875,4787
PycoEdgeSolver,6x6,45,22676500,4977
PycoEdgeSolver,6x6,46,21948125,5230
PycoEdgeSolver,6x6,47,22265625,4850
PycoEdgeSolver,6x6,48,18384375,4344
PycoEdgeSolver,6x6,49,21225916,4787
PycoEdgeSolver,6x6,50,21877541,4787
PycoEdgeSolver,6x6,51,25064167,5230
PycoEdgeSolver,6x6,52,21144500,4534
PycoEdgeSolver,6x6,53,36464791,7872
PycoEdgeSolver,6x6,54,21878041,4597
PycoEdgeSolver,6x6,55,20110167,4597
PycoEdgeSolver,6x6,56,19176292,4660
PycoEdgeSolver,6x6,57,20055083,4850
PycoEdgeSolver,6x6,58,22297375,4850
PycoEdgeSolver,6x6,59,23028167,5040
PycoEdgeSolver,6x6,60,22621625,4597
PycoEdgeSolver,6x6,61,21444625,5040
PycoEdgeSolver,6x6,62,20810875,4787
PycoEdgeSolver,6x6,63,20883875,4597
PycoEdgeSolver,6x6,64,21103458,4977
PycoEdgeSolver,6x6,65,20251750,4597
PycoEdgeSolver,6x6,66,19835833,4597
PycoEdgeSolver,6x6,67,19436625,4534
PycoEdgeSolver,6x6,68,18966500,4534
PycoEdgeSolver,6x6,69,22550500,5040
PycoEdgeSolver,6x6,70,73966458,18954
PycoEdgeSolver,6x6,71,20277459,4913
PycoEdgeSolver,6x6,72,19714833,4787
PycoEdgeSolver,6x6,73,20367875,4787
PycoEdgeSolver,6x6,74,20096167,4724
PycoEdgeSolver,6x6,75,22560834,5040
PycoEdgeSolver,6x6,76,22035458,4977
PycoEdgeSolver,6x6,77,21556834,4977
PycoEdgeSolver,6x6,78,50062958,12683
PycoEdgeSolver,6x6,79,20862083,4344
PycoEdgeSolver,6x6,80,20566125,4787
PycoEdgeSolver,6x6,81,20781583,4597
PycoEdgeSolver,6x6,82,19746375,4597
PycoEdgeSolver,6x6,83,19737625,4660
PycoEdgeSolver,6x6,84,20972333,4977
PycoEdgeSolver,6x6,85,21273708,4724
PycoEdgeSolver,6x6,86,20801958,4787
PycoEdgeSolver,6x6,87,58170542,14621
PycoEdgeSolver,6x6,88,22352208,4597
PycoEdgeSolver,6x6,89,50770208,12683
PycoEdgeSolver,6x6,90,21220583,4597
PycoEdgeSolver,6x6,91,22739792,5040
PycoEdgeSolver,6x6,92,21277166,4977
PycoEdgeSolver,6x6,93,21590459,4724
PycoEdgeSolver,6x6,94,19063958,4597
PycoEdgeSolver,6x6,95,58223875,14621
PycoEdgeSolver,6x6,96,21974708,5230
PycoEdgeSolver,6x6,97,19053167,4597
PycoEdgeSolver,6x6,98,21885458,4977
PycoEdgeSolver,6x6,99,22336125,4977
PycoEdgeSolver,6x6,100,20992250,4850
PycoEdgeSolver,6x6,101,19797166,4660
PycoEdgeSolver,6x6,102,18610583,4407
PycoEdgeSolver,6x6,103,35436375,8618
PycoEdgeSolver,6x6,104,20514208,4787
PycoEdgeSolver,6x6,105,19307833,4407
