Solver,Puzzle Set,Puzzle Number,Time (s),Clauses
PycoEdgeSolver,6x6,106,21394459,4787
PycoEdgeSolver,6x6,107,21709458,4724
PycoEdgeSolver,6x6,108,19664958,4597
PycoEdgeSolver,6x6,109,20466208,4597
PycoEdgeSolver,6x6,110,19231833,4597
PycoEdgeSolver,6x6,111,35734583,8742
PycoEdgeSolver,6x6,112,19986000,4534
PycoEdgeSolver,6x6,113,19565750,4597
PycoEdgeSolver,6x6,114,22137875,4850
PycoEdgeSolver,6x6,115,21806500,4787
PycoEdgeSolver,6x6,116,20506333,4850
PycoEdgeSolver,6x6,117,19562333,4597
PycoEdgeSolver,6x6,118,22704667,5040
PycoEdgeSolver,6x6,119,19273291,4344
PycoEdgeSolver,6x6,120,22486292,4977
PycoEdgeSolver,6x6,121,19611500,4597
PycoEdgeSolver,6x6,122,20237500,4344
PycoEdgeSolver,6x6,123,24749417,5040
PycoEdgeSolver,6x6,124,22667083,5040
PycoEdgeSolver,6x6,125,21803750,4850
PycoEdgeSolver,6x6,126,19236791,4534
PycoEdgeSolver,6x6,127,19689375,4597
PycoEdgeSolver,6x6,128,20085875,4534
PycoEdgeSolver,6x6,129,19846083,4597
PycoEdgeSolver,6x6,130,21504333,4977
PycoEdgeSolver,6x6,131,22087250,5230
PycoEdgeSolver,6x6,132,22395458,4977
PycoEdgeSolver,6x6,133,23008917,5103
PycoEdgeSolver,6x6,134,19503958,4597
PycoEdgeSolver,6x6,135,34296791,8369
PycoEdgeSolver,6x6,136,18988584,4407
PycoEdgeSolver,6x6,137,20064625,4597
PycoEdgeSolver,6x6,138,18786625,4344
PycoEdgeSolver,6x6,139,36954042,8991
PycoEdgeSolver,6x6,140,20053917,4660
PycoEdgeSolver,6x6,141,31832167,7872
PycoEdgeSolver,6x6,142,20314708,4724
PycoEdgeSolver,6x6,143,21468208,4724
PycoEdgeSolver,6x6,144,21301875,4597
PycoEdgeSolver,6x6,145,21362709,5040
PycoEdgeSolver,6x6,146,21436125,4977
PycoEdgeSolver,6x6,147,21570792,4850
PycoEdgeSolver,6x6,148,21045583,4850
PycoEdgeSolver,6x6,149,20984500,4787
PycoEdgeSolver,6x6,150,19959959,4344
PycoEdgeSolver,6x6,151,20872666,4724
PycoEdgeSolver,6x6,152,20632666,4597
PycoEdgeSolver,6x6,153,19933875,4597
PycoEdgeSolver,6x6,154,19406875,4597
PycoEdgeSolver,6x6,155,33825875,8245
PycoEdgeSolver,6x6,156,20540834,4787
PycoEdgeSolver,6x6,157,19766208,4597
PycoEdgeSolver,6x6,158,33768167,8245
PycoEdgeSolver,6x6,159,19435125,4597
PycoEdgeSolver,6x6,160,20900417,4787
PycoEdgeSolver,6x6,161,20121917,4597
PycoEdgeSolver,6x6,162,20627417,4787
PycoEdgeSolver,6x6,163,22381916,4977
PycoEdgeSolver,6x6,164,20759917,4597
PycoEdgeSolver,6x6,165,23471666,5040
PycoEdgeSolver,6x6,166,21713542,5040
PycoEdgeSolver,6x6,167,18261417,4407
PycoEdgeSolver,6x6,168,46830125,11822
PycoEdgeSolver,6x6,169,20938709,4850
PycoEdgeSolver,6x6,170,38313625,8991
PycoEdgeSolver,6x6,171,21217250,4977
PycoEdgeSolver,6x6,172,21650333,5230
PycoEdgeSolver,6x6,173,21370375,4724
PycoEdgeSolver,6x6,174,22129666,5040
PycoEdgeSolver,6x6,175,19734791,4724
PycoEdgeSolver,6x6,176,17508250,4217
PycoEdgeSolver,6x6,177,31710250,7872
PycoEdgeSolver,6x6,178,20635500,4534
PycoEdgeSolver,6x6,179,35249833,8618
PycoEdgeSolver,6x6,180,17912667,4344
PycoEdgeSolver,6x6,181,21121125,4724
PycoEdgeSolver,6x6,182,20180625,4597
PycoEdgeSolver,6x6,183,19485625,4597
PycoEdgeSolver,6x6,184,21167875,4850
PycoEdgeSolver,6x6,185,20073833,4597
PycoEdgeSolver,6x6,186,20855250,4977
PycoEdgeSolver,6x6,187,20124542,4787
PycoEdgeSolver,6x6,188,20178292,4597
PycoEdgeSolver,6x6,189,19757708,4597
PycoEdgeSolver,6x6,190,19721041,4597
PycoEdgeSolver,6x6,191,18801792,4470
PycoEdgeSolver,6x6,192,22687125,5230
PycoEdgeSolver,6x6,193,73955583,18954
PycoEdgeSolver,6x6,194,33209000,8245
PycoEdgeSolver,6x6,195,21313375,5040
PycoEdgeSolver,6x6,196,20940958,5040
PycoEdgeSolver,6x6,197,20812917,4787
PycoEdgeSolver,6x6,198,32367500,7872
PycoEdgeSolver,6x6,199,20440958,4787
PycoEdgeSolver,6x6,200,18046583,4344
PycoEdgeSolver,7x7,1,37545542,7696
PycoEdgeSolver,7x7,2,32567833,7253
PycoEdgeSolver,7x7,3,36425750,7759
PycoEdgeSolver,7x7,4,38703250,7696
PycoEdgeSolver,7x7,5,38766833,7633
PycoEdgeSolver,7x7,6,139592542,34554
PycoEdgeSolver,7x7,7,113086792,28050
PycoEdgeSolver,7x7,8,37211209,7696
PycoEdgeSolver,7x7,9,90788625,21123
PycoEdgeSolver,7x7,10,34877000,7506
PycoEdgeSolver,7x7,11,36963125,7506
PycoEdgeSolver,7x7,12,36776666,7886
PycoEdgeSolver,7x7,13,39298916,7823
PycoEdgeSolver,7x7,14,34973833,7063
PycoEdgeSolver,7x7,15,53666417,12992
PycoEdgeSolver,7x7,16,81262750,19831
PycoEdgeSolver,7x7,17,40200791,7633
PycoEdgeSolver,7x7,18,86494000,21123
PycoEdgeSolver,7x7,19,34245417,7253
PycoEdgeSolver,7x7,20,37714625,7633
PycoEdgeSolver,7x7,21,34914417,7569
PycoEdgeSolver,7x7,22,60306792,12992
PycoEdgeSolver,7x7,23,37008208,7253
PycoEdgeSolver,7x7,24,33559917,7253
PycoEdgeSolver,7x7,25,33410458,7443
PycoEdgeSolver,7x7,26,57400875,13241
PycoEdgeSolver,7x7,27,34346542,7886
PycoEdgeSolver,7x7,28,32920458,7253
PycoEdgeSolver,7x7,29,34234833,7253
PycoEdgeSolver,7x7,30,32451917,7316
PycoEdgeSolver,7x7,31,56763541,12992
PycoEdgeSolver,7x7,32,35495250,7316
PycoEdgeSolver,7x7,33,36651083,7696
PycoEdgeSolver,7x7,34,35585000,7696
PycoEdgeSolver,7x7,35,83811000,20477
PycoEdgeSolver,7x7,36,33563125,7506
PycoEdgeSolver,7x7,37,91476250,21984
PycoEdgeSolver,7x7,38,35479708,7633
PycoEdgeSolver,7x7,39,58786708,13241
PycoEdgeSolver,7x7,40,35877000,7443
PycoEdgeSolver,7x7,41,37774875,7506
PycoEdgeSolver,7x7,42,37343541,7506
PycoEdgeSolver,7x7,43,38458834,7633
PycoEdgeSolver,7x7,44,35968166,7506
PycoEdgeSolver,7x7,45,61691500,14111
PycoEdgeSolver,7x7,46,35718333,7569
PycoEdgeSolver,7x7,47,88710792,21769
PycoEdgeSolver,7x7,48,38806459,7569
PycoEdgeSolver,7x7,49,35181250,7443
PycoEdgeSolver,7x7,50,36720500,7886
PycoEdgeSolver,7x7,51,189600041,47789
PycoEdgeSolver,7x7,52,36473958,7696
PycoEdgeSolver,7x7,53,61038084,13614
PycoEdgeSolver,7x7,54,55196833,13241
PycoEdgeSolver,7x7,55,54096542,12868
PycoEdgeSolver,7x7,56,33086208,7126
PycoEdgeSolver,7x7,57,36550708,7443
PycoEdgeSolver,7x7,58,84750958,20692
PycoEdgeSolver,7x7,59,34775458,7443
PycoEdgeSolver,7x7,60,35704292,7696
PycoEdgeSolver,7x7,61,34820583,7316
PycoEdgeSolver,7x7,62,39395583,7696
PycoEdgeSolver,7x7,63,36941458,7443
PycoEdgeSolver,7x7,64,35057334,7506
PycoEdgeSolver,7x7,65,41393000,7633
PycoEdgeSolver,7x7,66,33048542,7443
PycoEdgeSolver,7x7,67,37296250,8012
PycoEdgeSolver,7x7,68,34025125,7696
PycoEdgeSolver,7x7,69,36172000,7316
PycoEdgeSolver,7x7,70,36303500,7253
PycoEdgeSolver,7x7,71,33259833,7253
PycoEdgeSolver,7x7,72,35106125,7823
PycoEdgeSolver,7x7,73,33710250,7253
PycoEdgeSolver,7x7,74,36057250,7506
PycoEdgeSolver,7x7,75,35422000,7633
PycoEdgeSolver,7x7,76,86679250,20477
PycoEdgeSolver,7x7,77,38170875,7506
PycoEdgeSolver,7x7,78,38037958,7633
PycoEdgeSolver,7x7,79,37436459,7506
PycoEdgeSolver,7x7,80,126308417,31473
PycoEdgeSolver,7x7,81,44678417,7696
PycoEdgeSolver,7x7,82,95322042,21984
PycoEdgeSolver,7x7,83,34630458,7443
PycoEdgeSolver,7x7,84,127675958,32158
PycoEdgeSolver,7x7,85,35259375,7443
PycoEdgeSolver,7x7,86,99191625,23276
PycoEdgeSolver,7x7,87,36521125,7443
PycoEdgeSolver,7x7,88,57099250,13241
PycoEdgeSolver,7x7,89,56903250,12495
PycoEdgeSolver,7x7,90,58292125,13241
PycoEdgeSolver,7x7,91,36489458,7253
PycoEdgeSolver,7x7,92,59009958,13241
PycoEdgeSolver,7x7,93,35080708,7949
PycoEdgeSolver,7x7,94,92532833,21984
PycoEdgeSolver,7x7,95,87009625,21123
PycoEdgeSolver,7x7,96,37615666,7696
PycoEdgeSolver,7x7,97,58701834,13241
PycoEdgeSolver,7x7,98,38467375,8139
PycoEdgeSolver,7x7,99,35169250,7633
PycoEdgeSolver,7x7,100,34037833,7443
PycoEdgeSolver,7x7,101,60407209,13614
PycoEdgeSolver,7x7,102,37871875,7759
PycoEdgeSolver,7x7,103,35729750,8139
PycoEdgeSolver,7x7,104,55893292,12495
PycoEdgeSolver,7x7,105,85859833,20692
PycoEdgeSolver,7x7,106,36426417,7316
PycoEdgeSolver,7x7,107,36397666,7886
PycoEdgeSolver,7x7,108,53727542,12868
PycoEdgeSolver,7x7,109,34854917,7633
PycoEdgeSolver,7x7,110,35468709,7886
PycoEdgeSolver,7x7,111,37123625,7696
PycoEdgeSolver,7x7,112,33181416,7316
PycoEdgeSolver,7x7,113,36715292,7443
PycoEdgeSolver,7x7,114,35877125,7506
PycoEdgeSolver,7x7,115,129480750,32158
PycoEdgeSolver,7x7,116,49934166,12122
PycoEdgeSolver,7x7,117,41667125,7253
PycoEdgeSolver,7x7,118,38935125,7886
PycoEdgeSolver,7x7,119,37577292,7949
PycoEdgeSolver,7x7,120,34965750,7443
PycoEdgeSolver,7x7,121,36930292,7823
PycoEdgeSolver,7x7,122,34305250,7443
PycoEdgeSolver,7x7,123,167030875,42164
PycoEdgeSolver,7x7,124,36395208,7823
PycoEdgeSolver,7x7,125,38233458,7569
PycoEdgeSolver,7x7,126,38191917,7569
PycoEdgeSolver,7x7,127,58381500,13365
PycoEdgeSolver,7x7,128,35083583,7443
PycoEdgeSolver,7x7,129,34069500,7253
PycoEdgeSolver,7x7,130,36054291,7633
PycoEdgeSolver,7x7,131,34193750,7506
PycoEdgeSolver,7x7,132,33144750,7253
PycoEdgeSolver,7x7,133,35177625,7506
PycoEdgeSolver,7x7,134,35975375,7506
PycoEdgeSolver,7x7,135,32494458,7316
PycoEdgeSolver,7x7,136,236447333,60006
PycoEdgeSolver,7x7,137,120416958,30446
PycoEdgeSolver,7x7,138,34907416,7506
PycoEdgeSolver,7x7,139,37124542,7506
PycoEdgeSolver,7x7,140,36700375,7696
PycoEdgeSolver,7x7,141,34021458,7633
PycoEdgeSolver,7x7,142,37566125,7506
PycoEdgeSolver,7x7,143,84268667,20477
PycoEdgeSolver,7x7,144,39322333,7696
PycoEdgeSolver,7x7,145,35447708,7443
PycoEdgeSolver,7x7,146,59562041,13365
PycoEdgeSolver,7x7,147,53903708,12868
PycoEdgeSolver,7x7,148,40257125,7253
PycoEdgeSolver,7x7,149,99349000,12868
PycoEdgeSolver,7x7,150,40693750,7696
PycoEdgeSolver,7x7,151,34065167,7506
PycoEdgeSolver,7x7,152,36358250,7569
PycoEdgeSolver,7x7,153,33750625,7443
PycoEdgeSolver,7x7,154,46568208,7316
PycoEdgeSolver,7x7,155,127415000,31473
PycoEdgeSolver,7x7,156,32536791,7443
PycoEdgeSolver,7x7,157,62553125,12992
PycoEdgeSolver,7x7,158,73461083,7696
PycoEdgeSolver,7x7,159,73120375,7443
PycoEdgeSolver,7x7,160,212884541,20046
PycoEdgeSolver,7x7,161,147178167,12868
PycoEdgeSolver,7x7,162,79167000,7443
PycoEdgeSolver,7x7,163,48973292,7506
PycoEdgeSolver,7x7,164,47410250,7126
PycoEdgeSolver,7x7,165,190482209,31131
PycoEdgeSolver,7x7,166,138627084,30788
PycoEdgeSolver,7x7,167,35401375,7443
PycoEdgeSolver,7x7,168,36655584,7253
PycoEdgeSolver,7x7,169,43662292,7316
PycoEdgeSolver,7x7,170,91759041,21338
PycoEdgeSolver,7x7,171,268069458,57821
PycoEdgeSolver,7x7,172,46981542,7253
PycoEdgeSolver,7x7,173,69012791,13365
PycoEdgeSolver,7x7,174,48687500,7759
PycoEdgeSolver,7x7,175,43087583,8076
PycoEdgeSolver,7x7,176,38773625,7316
PycoEdgeSolver,7x7,177,215140208,49834
PycoEdgeSolver,7x7,178,43703834,7633
PycoEdgeSolver,7x7,179,35360125,7443
PycoEdgeSolver,7x7,180,34399709,7633
PycoEdgeSolver,7x7,181,97962542,20477
PycoEdgeSolver,7x7,182,36179708,7443
PycoEdgeSolver,7x7,183,64218709,13241
PycoEdgeSolver,7x7,184,213903250,12992
PycoEdgeSolver,7x7,185,232427500,7443
PycoEdgeSolver,7x7,186,209191000,20477
PycoEdgeSolver,7x7,187,76727250,7886
PycoEdgeSolver,7x7,188,89573208,12868
PycoEdgeSolver,7x7,189,50415250,7696
PycoEdgeSolver,7x7,190,227428250,13738
PycoEdgeSolver,7x7,191,186772666,7949
PycoEdgeSolver,7x7,192,327441416,7316
PycoEdgeSolver,7x7,193,1073586375,13241
PycoEdgeSolver,7x7,194,84426375,7126
PycoEdgeSolver,7x7,195,94217750,7696
PycoEdgeSolver,7x7,196,54529000,7823
PycoEdgeSolver,7x7,197,54815708,7443
PycoEdgeSolver,7x7,198,45595041,7443
PycoEdgeSolver,7x7,199,38837166,7316
PycoEdgeSolver,7x7,200,66469083,7696
PycoEdgeSolver,8x8,1,111411041,19194
PycoEdgeSolver,8x8,2,145229792,31616
PycoEdgeSolver,8x8,3,124047000,19567
PycoEdgeSolver,8x8,4,171537458,19070
PycoEdgeSolver,8x8,5,426619875,84872
PycoEdgeSolver,8x8,6,204439208,47563
PycoEdgeSolver,8x8,7,380833667,65942
PycoEdgeSolver,8x8,8,112191209,19816
PycoEdgeSolver,8x8,9,236772542,32477
PycoEdgeSolver,8x8,10,185505084,30970
PycoEdgeSolver,8x8,11,277712833,30324
PycoEdgeSolver,8x8,12,112000083,19443
PycoEdgeSolver,8x8,13,238213625,33123
PycoEdgeSolver,8x8,14,102103459,19443
PycoEdgeSolver,8x8,15,96724750,19567
PycoEdgeSolver,8x8,16,89423291,18697
PycoEdgeSolver,8x8,17,148464959,31831
PycoEdgeSolver,8x8,18,186627833,31616
PycoEdgeSolver,8x8,19,94386458,20810
PycoEdgeSolver,8x8,20,150200333,30970
PycoEdgeSolver,8x8,21,156100916,32477
PycoEdgeSolver,8x8,22,246094667,49959
PycoEdgeSolver,8x8,23,197103666,19070
PycoEdgeSolver,8x8,24,161724125,33338
PycoEdgeSolver,8x8,25,97289083,19816
PycoEdgeSolver,8x8,26,94930250,19567
PycoEdgeSolver,8x8,27,98907792,19567
PycoEdgeSolver,8x8,28,89910833,19194
PycoEdgeSolver,8x8,29,101491750,19443
PycoEdgeSolver,8x8,30,146289750,32262
PycoEdgeSolver,8x8,31,141092375,31616
PycoEdgeSolver,8x8,32,106438000,19816
PycoEdgeSolver,8x8,33,140512042,31616
PycoEdgeSolver,8x8,34,135193792,31185
PycoEdgeSolver,8x8,35,524436750,128362
PycoEdgeSolver,8x8,36,85000459,18697
PycoEdgeSolver,8x8,37,97090833,19816
PycoEdgeSolver,8x8,38,97969750,20313
PycoEdgeSolver,8x8,39,138279250,30324
PycoEdgeSolver,8x8,40,104885250,19070
PycoEdgeSolver,8x8,41,188377791,45509
PycoEdgeSolver,8x8,42,92889334,18697
PycoEdgeSolver,8x8,43,87754333,19816
PycoEdgeSolver,8x8,44,98832666,19816
PycoEdgeSolver,8x8,45,85124250,19194
PycoEdgeSolver,8x8,46,259557041,64919
PycoEdgeSolver,8x8,47,97690833,19567
PycoEdgeSolver,8x8,48,92041500,19443
PycoEdgeSolver,8x8,49,138730333,30970
PycoEdgeSolver,8x8,50,146684625,32262
PycoEdgeSolver,8x8,51,101365167,19443
PycoEdgeSolver,8x8,52,142997125,30324
PycoEdgeSolver,8x8,53,287371125,69010
PycoEdgeSolver,8x8,54,197016500,45851
PycoEdgeSolver,8x8,55,139131041,30970
PycoEdgeSolver,8x8,56,84845333,18697
PycoEdgeSolver,8x8,57,133893541,31616
PycoEdgeSolver,8x8,58,92591750,19443
PycoEdgeSolver,8x8,59,94942042,19940
PycoEdgeSolver,8x8,60,100339833,19443
PycoEdgeSolver,8x8,61,92307625,18697
PycoEdgeSolver,8x8,62,90944958,19070
PycoEdgeSolver,8x8,63,201851250,47905
PycoEdgeSolver,8x8,64,204084375,47563
PycoEdgeSolver,8x8,65,141088333,30324
PycoEdgeSolver,8x8,66,116407250,19070
PycoEdgeSolver,8x8,67,99125375,19940
PycoEdgeSolver,8x8,68,287338375,70544
PycoEdgeSolver,8x8,69,148321667,30970
PycoEdgeSolver,8x8,70,203301667,47563
PycoEdgeSolver,8x8,71,96677208,19443
PycoEdgeSolver,8x8,72,102145250,19940
PycoEdgeSolver,8x8,73,146774500,32477
PycoEdgeSolver,8x8,74,105964083,19567
PycoEdgeSolver,8x8,75,99539084,19070
PycoEdgeSolver,8x8,76,91269083,19567
PycoEdgeSolver,8x8,77,90299417,19816
PycoEdgeSolver,8x8,78,95673709,19443
PycoEdgeSolver,8x8,79,94154042,19070
PycoEdgeSolver,8x8,80,306121000,67987
PycoEdgeSolver,8x8,81,489436834,123365
PycoEdgeSolver,8x8,82,84166500,18697
PycoEdgeSolver,8x8,83,97934125,19691
PycoEdgeSolver,8x8,84,94089583,18697
PycoEdgeSolver,8x8,85,85763208,19443
PycoEdgeSolver,8x8,86,90364541,18697
PycoEdgeSolver,8x8,87,192194625,46878
PycoEdgeSolver,8x8,88,96431042,20313
PycoEdgeSolver,8x8,89,142885959,30970
PycoEdgeSolver,8x8,90,89270125,19443
PycoEdgeSolver,8x8,91,101235208,19567
PycoEdgeSolver,8x8,92,101473166,19940
PycoEdgeSolver,8x8,93,497401625,71055
PycoEdgeSolver,8x8,94,302309375,46878
PycoEdgeSolver,8x8,95,97944667,19443
PycoEdgeSolver,8x8,96,189566334,46536
PycoEdgeSolver,8x8,97,98824542,19070
PycoEdgeSolver,8x8,98,138898166,32262
PycoEdgeSolver,8x8,99,285473292,69010
PycoEdgeSolver,8x8,100,146626792,31616
PycoEdgeSolver,8x8,101,91986209,19070
PycoEdgeSolver,8x8,102,191363250,46536
PycoEdgeSolver,8x8,103,133638500,30970
PycoEdgeSolver,8x8,104,99134917,19443
PycoEdgeSolver,8x8,105,97501458,19567
PycoEdgeSolver,8x8,106,155754500,30970
PycoEdgeSolver,8x8,107,189217708,45509
PycoEdgeSolver,8x8,108,89757625,19443
PycoEdgeSolver,8x8,109,87105833,19443
PycoEdgeSolver,8x8,110,84996958,19070
PycoEdgeSolver,8x8,111,98071500,19070
PycoEdgeSolver,8x8,112,106642875,19940
PycoEdgeSolver,8x8,113,102957208,19443
PycoEdgeSolver,8x8,114,112397375,19194
PycoEdgeSolver,8x8,115,290317584,71055
PycoEdgeSolver,8x8,116,504061000,126363
PycoEdgeSolver,8x8,117,132440292,30324
PycoEdgeSolver,8x8,118,87227917,19816
PycoEdgeSolver,8x8,119,89428417,19567
PycoEdgeSolver,8x8,120,492962708,119368
PycoEdgeSolver,8x8,121,97942833,19567
PycoEdgeSolver,8x8,122,92694000,19443
PycoEdgeSolver,8x8,123,94655583,19816
PycoEdgeSolver,8x8,124,90093459,18697
PycoEdgeSolver,8x8,125,93882250,20313
PycoEdgeSolver,8x8,126,100105667,20313
PycoEdgeSolver,8x8,127,385884208,96525
PycoEdgeSolver,8x8,128,228704958,19940
PycoEdgeSolver,8x8,129,103848583,19070
PycoEdgeSolver,8x8,130,101306291,19940
PycoEdgeSolver,8x8,131,115179500,19940
PycoEdgeSolver,8x8,132,90888041,19940
PycoEdgeSolver,8x8,133,101284875,19194
PycoEdgeSolver,8x8,134,106623791,19070
PycoEdgeSolver,8x8,135,97365125,19567
PycoEdgeSolver,8x8,136,107465292,20313
PycoEdgeSolver,8x8,137,288849250,69521
PycoEdgeSolver,8x8,138,136011791,29678
PycoEdgeSolver,8x8,139,94145375,19940
PycoEdgeSolver,8x8,140,131628042,30324
PycoEdgeSolver,8x8,141,296517750,70544
PycoEdgeSolver,8x8,142,137027083,31831
PycoEdgeSolver,8x8,143,144336041,33123
PycoEdgeSolver,8x8,144,202451500,48590
PycoEdgeSolver,8x8,145,140034792,32477
PycoEdgeSolver,8x8,146,282772000,67476
PycoEdgeSolver,8x8,147,136236875,30324
PycoEdgeSolver,8x8,148,102494958,18697
PycoEdgeSolver,8x8,149,87447000,18697
PycoEdgeSolver,8x8,150,89851667,19940
PycoEdgeSolver,8x8,151,109647292,20686
PycoEdgeSolver,8x8,152,102123792,20189
PycoEdgeSolver,8x8,153,100964333,20189
PycoEdgeSolver,8x8,154,92721333,19443
PycoEdgeSolver,8x8,155,89325500,19070
PycoEdgeSolver,8x8,156,448297792,19567
PycoEdgeSolver,8x8,157,103112667,19443
PycoEdgeSolver,8x8,158,424855083,92155
PycoEdgeSolver,8x8,159,87498750,19070
PycoEdgeSolver,8x8,160,89233375,19567
PycoEdgeSolver,8x8,161,110106042,19567
PycoEdgeSolver,8x8,162,264056959,49959
PycoEdgeSolver,8x8,163,93858041,19443
PycoEdgeSolver,8x8,164,86832125,19443
PycoEdgeSolver,8x8,165,256167833,47563
PycoEdgeSolver,8x8,166,427688833,92155
PycoEdgeSolver,8x8,167,97677917,19816
PycoEdgeSolver,8x8,168,141613375,30324
PycoEdgeSolver,8x8,169,96096417,18697
PycoEdgeSolver,8x8,170,254655625,46878
PycoEdgeSolver,8x8,171,142648792,31616
PycoEdgeSolver,8x8,172,91531875,18697
PycoEdgeSolver,8x8,173,267713458,48247
PycoEdgeSolver,8x8,174,90039583,19816
PycoEdgeSolver,8x8,175,102223167,18697
PycoEdgeSolver,8x8,176,145164500,33338
PycoEdgeSolver,8x8,177,146309916,19443
PycoEdgeSolver,8x8,178,88290458,19070
PycoEdgeSolver,8x8,179,141011000,33123
PycoEdgeSolver,8x8,180,102547375,19940
PycoEdgeSolver,8x8,181,135094167,19070
PycoEdgeSolver,8x8,182,134179500,29678
PycoEdgeSolver,8x8,183,99536875,19816
PycoEdgeSolver,8x8,184,244993666,45509
PycoEdgeSolver,8x8,185,91561542,20313
PycoEdgeSolver,8x8,186,274083792,65942
PycoEdgeSolver,8x8,187,144572292,19567
PycoEdgeSolver,8x8,188,111553666,19443
PycoEdgeSolver,8x8,189,435965000,93612
PycoEdgeSolver,8x8,190,105917250,20810
PycoEdgeSolver,8x8,191,375785083,70544
PycoEdgeSolver,8x8,192,101227834,19940
PycoEdgeSolver,8x8,193,102806625,18697
PycoEdgeSolver,8x8,194,93224125,20064
PycoEdgeSolver,8x8,195,88155959,18697
PycoEdgeSolver,8x8,196,424025375,94340
PycoEdgeSolver,8x8,197,271160125,48590
PycoEdgeSolver,8x8,198,100231375,19567
PycoEdgeSolver,8x8,199,109637708,19070
PycoEdgeSolver,8x8,200,147168250,19070
PycoEdgeSolver,9x9,1,380939667,64827
PycoEdgeSolver,9x9,2,315831375,45885
PycoEdgeSolver,9x9,3,237330875,45023
PycoEdgeSolver,9x9,4,267006458,44593
PycoEdgeSolver,9x9,5,209069125,43301
PycoEdgeSolver,9x9,6,276604167,44593
PycoEdgeSolver,9x9,7,233876875,43301
PycoEdgeSolver,9x9,8,440071042,92971
PycoEdgeSolver,9x9,9,290422791,44593
PycoEdgeSolver,9x9,10,332983666,65854
PycoEdgeSolver,9x9,11,371216875,69277
PycoEdgeSolver,9x9,12,592638667,131811
PycoEdgeSolver,9x9,13,481533709,94505
PycoEdgeSolver,9x9,14,291904292,45454
PycoEdgeSolver,9x9,15,626768500,133996
PycoEdgeSolver,9x9,16,505078959,100641
PycoEdgeSolver,9x9,17,255630916,43301
PycoEdgeSolver,9x9,18,199166417,43516
PycoEdgeSolver,9x9,19,665018583,133996
PycoEdgeSolver,9x9,20,299012833,64827
PycoEdgeSolver,9x9,21,291714333,43947
PycoEdgeSolver,9x9,22,211593667,45239
PycoEdgeSolver,9x9,23,405325708,65854
PycoEdgeSolver,9x9,24,210824042,43301
PycoEdgeSolver,9x9,25,351792416,65854
PycoEdgeSolver,9x9,26,347411917,64827
PycoEdgeSolver,9x9,27,221155375,44593
PycoEdgeSolver,9x9,28,212942542,44162
PycoEdgeSolver,9x9,29,566436542,44593
PycoEdgeSolver,9x9,30,380981417,66881
PycoEdgeSolver,9x9,31,221885167,43947
PycoEdgeSolver,9x9,32,373852625,68250
PycoEdgeSolver,9x9,33,277750209,64827
PycoEdgeSolver,9x9,34,397606917,44593
PycoEdgeSolver,9x9,35,307330000,64827
PycoEdgeSolver,9x9,36,480091417,66881
PycoEdgeSolver,9x9,37,345063750,66881
PycoEdgeSolver,9x9,38,227676250,43947
PycoEdgeSolver,9x9,39,278662917,44593
PycoEdgeSolver,9x9,40,233583750,43301
PycoEdgeSolver,9x9,41,352581583,66881
PycoEdgeSolver,9x9,42,388741750,68592
PycoEdgeSolver,9x9,43,212587250,44162
PycoEdgeSolver,9x9,44,506301667,99618
PycoEdgeSolver,9x9,45,295688083,44593
PycoEdgeSolver,9x9,46,204749792,43947
PycoEdgeSolver,9x9,47,269778209,44593
PycoEdgeSolver,9x9,48,223412417,44162
PycoEdgeSolver,9x9,49,279024667,44808
PycoEdgeSolver,9x9,50,218068750,43516
PycoEdgeSolver,9x9,51,217152791,45239
PycoEdgeSolver,9x9,52,346417459,66196
PycoEdgeSolver,9x9,53,257968583,42655
PycoEdgeSolver,9x9,54,650517458,136181
PycoEdgeSolver,9x9,55,251456625,43947
PycoEdgeSolver,9x9,56,284671209,43947
PycoEdgeSolver,9x9,57,212782875,44593
PycoEdgeSolver,9x9,58,401272208,43301
PycoEdgeSolver,9x9,59,213616834,45239
PycoEdgeSolver,9x9,60,284475750,43301
PycoEdgeSolver,9x9,61,312612458,66881
PycoEdgeSolver,9x9,62,279537375,43947
PycoEdgeSolver,9x9,63,373156916,43516
PycoEdgeSolver,9x9,64,551646875,100641
PycoEdgeSolver,9x9,65,504485709,94505
PycoEdgeSolver,9x9,66,784067459,67908
PycoEdgeSolver,9x9,67,512016459,43301
PycoEdgeSolver,9x9,68,448913834,43301
PycoEdgeSolver,9x9,69,667150625,45885
PycoEdgeSolver,9x9,70,517720666,43947
PycoEdgeSolver,9x9,71,392874417,69962
PycoEdgeSolver,9x9,72,311178250,67908
PycoEdgeSolver,9x9,73,667854750,127441
PycoEdgeSolver,9x9,74,217006125,42655
PycoEdgeSolver,9x9,75,201965791,43301
PycoEdgeSolver,9x9,76,810652083,171469
PycoEdgeSolver,9x9,77,361502834,67223
PycoEdgeSolver,9x9,78,669398583,133996
PycoEdgeSolver,9x9,79,224716334,45885
PycoEdgeSolver,9x9,80,294548083,44808
PycoEdgeSolver,9x9,81,205932583,44593
PycoEdgeSolver,9x9,82,302456333,43947
PycoEdgeSolver,9x9,83,206366334,43301
PycoEdgeSolver,9x9,84,372140500,69962
PycoEdgeSolver,9x9,85,357595125,66881
PycoEdgeSolver,9x9,86,237520166,44593
PycoEdgeSolver,9x9,87,692300000,132539
